currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
PPS,GE10,FT,T,G-S_X_O,LV	11410 	11653 	11546 	11800 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,MT	24881 	23896 	25081 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,NL	42529 	42446 	40508 	40776 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,PT	22736 	22532 	21791 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,RO	9957 d	10069 e	10124 e	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,SE	31674 	31051 	30196 	31100 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,SK	14997 	14824 	14238 	13736 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,UK	37737 	38250 	38278 	39581 	: 	: 	: 
PPS,GE10,FT,T,H,BG	9905 	9225 	8814 	8376 	: 	: 	: 
PPS,GE10,FT,T,H,CH	: 	37585 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,H,DE	33733 p	32548 	31938 	32554 	32450 	31497 p	: 
PPS,GE10,FT,T,H,DK	38469 	37354 	35625 	39785 	: 	: 	: 
PPS,GE10,FT,T,H,EL	: 	: 	35116 	32376 	32974 	29949 	: 
PPS,GE10,FT,T,H,ES	28216 	28481 	26850 	26994 	: 	: 	: 
PPS,GE10,FT,T,H,FI	31710 	29686 	27885 	27857 	: 	: 	: 
PPS,GE10,FT,T,H,FR	: 	28711 	27548 	: 	: 	: 	: 
PPS,GE10,FT,T,H,HU	15554 	14796 	14380 	14164 	: 	: 	: 
PPS,GE10,FT,T,H,IE	: 	35578 	34495 	34894 	: 	: 	: 
PPS,GE10,FT,T,H,IS	: 	30613 	30955 	36804 	: 	: 	: 
PPS,GE10,FT,T,H,LV	12534 	13419 	12662 	12310 	: 	: 	: 
PPS,GE10,FT,T,H,MT	27594 	27007 	27324 	: 	: 	: 	: 
PPS,GE10,FT,T,H,NL	40915 	40809 	38866 	39081 	: 	: 	: 
PPS,GE10,FT,T,H,PT	25560 	24915 	24153 	: 	: 	: 	: 
PPS,GE10,FT,T,H,RO	10711 d	10996 e	10637 e	: 	: 	: 	: 
PPS,GE10,FT,T,H,SE	29422 	28158 	27348 	28167 	: 	: 	: 
PPS,GE10,FT,T,H,SK	13373 	13433 	13080 	13379 	: 	: 	: 
PPS,GE10,FT,T,H,UK	33986 	35129 	34627 	34606 	: 	: 	: 
PPS,GE10,FT,T,I,BG	5976 	5345 	5261 	4689 	: 	: 	: 
PPS,GE10,FT,T,I,CH	: 	26210 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,I,DE	22198 p	21478 	20883 	21252 	21338 	20769 p	: 
PPS,GE10,FT,T,I,DK	30849 	31386 	29852 	30393 	: 	: 	: 
PPS,GE10,FT,T,I,EL	: 	: 	38833 	34466 	34475 	34174 	: 
PPS,GE10,FT,T,I,ES	20437 	20366 	19017 	18707 	: 	: 	: 
PPS,GE10,FT,T,I,FI	23385 	22757 	22081 	22098 	: 	: 	: 
PPS,GE10,FT,T,I,FR	: 	23627 	22896 	: 	: 	: 	: 
PPS,GE10,FT,T,I,HU	9137 	8932 	8915 	9080 	: 	: 	: 
PPS,GE10,FT,T,I,IE	: 	23496 	23495 	23381 	: 	: 	: 
PPS,GE10,FT,T,I,LV	8233 	8220 	7486 	7290 	: 	: 	: 
PPS,GE10,FT,T,I,MT	19910 	19017 	18425 	: 	: 	: 	: 
PPS,GE10,FT,T,I,NL	27683 	28265 	26628 	26560 	: 	: 	: 
PPS,GE10,FT,T,I,PT	14840 	14362 	13708 	: 	: 	: 	: 
PPS,GE10,FT,T,I,RO	5737 d	5678 e	5820 e	: 	: 	: 	: 
PPS,GE10,FT,T,I,SE	19803 	19720 	18065 	18919 	: 	: 	: 
PPS,GE10,FT,T,I,SK	9055 	8731 	8623 	8536 	: 	: 	: 
PPS,GE10,FT,T,I,UK	22677 	23453 	23735 	27026 	: 	: 	: 
PPS,GE10,FT,T,J,BG	21190 	18423 	17491 	15681 	: 	: 	: 
PPS,GE10,FT,T,J,CH	: 	50898 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,J,DE	56997 p	55027 	52916 	52937 	52804 	51244 p	: 
PPS,GE10,FT,T,J,DK	50160 	49876 	47297 	47213 	: 	: 	: 
PPS,GE10,FT,T,J,EL	: 	: 	38271 	32509 	33216 	31254 	: 
PPS,GE10,FT,T,J,ES	36594 	36614 	35013 	35069 	: 	: 	: 
PPS,GE10,FT,T,J,FI	40687 	39779 	38306 	39064 	: 	: 	: 
PPS,GE10,FT,T,J,FR	: 	44034 	41247 	: 	: 	: 	: 
PPS,GE10,FT,T,J,HU	28501 	26888 	27411 	27338 	: 	: 	: 
PPS,GE10,FT,T,J,IE	: 	43235 	41179 	43394 	: 	: 	: 
PPS,GE10,FT,T,J,IS	: 	32310 p	32429 p	39017 p	: 	: 	: 
PPS,GE10,FT,T,J,LV	20706 	21141 	21111 	20379 	: 	: 	: 
PPS,GE10,FT,T,J,MT	28367 	27111 	33132 	: 	: 	: 	: 
PPS,GE10,FT,T,J,NL	52461 	52441 	49776 	50404 	: 	: 	: 
PPS,GE10,FT,T,J,PT	34904 	34304 	33900 	: 	: 	: 	: 
PPS,GE10,FT,T,J,RO	19848 d	18980 e	17543 e	: 	: 	: 	: 
PPS,GE10,FT,T,J,SE	43464 	41554 	40778 	42490 	: 	: 	: 
PPS,GE10,FT,T,J,SK	28784 	28163 	26683 	24836 	: 	: 	: 
PPS,GE10,FT,T,J,UK	49180 	50585 	50565 	53884 	: 	: 	: 
PPS,GE10,FT,T,K,BG	18467 	17056 	16466 	15701 	: 	: 	: 
PPS,GE10,FT,T,K,CH	: 	54962 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,K,DE	59227 p	56901 	53955 	56221 	54869 	51370 p	: 
PPS,GE10,FT,T,K,DK	50351 	50182 	46109 	46597 	: 	: 	: 
PPS,GE10,FT,T,K,EL	: 	: 	37262 	36652 	37335 	34412 	: 
PPS,GE10,FT,T,K,ES	44942 	46007 	45229 	45869 	: 	: 	: 
PPS,GE10,FT,T,K,FI	40719 	40465 	38226 	38763 	: 	: 	: 
PPS,GE10,FT,T,K,FR	: 	46919 	44652 	: 	: 	: 	: 
PPS,GE10,FT,T,K,HU	32668 	31096 	30410 	31752 	: 	: 	: 
PPS,GE10,FT,T,K,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,K,IS	: 	36550 	36243 	50451 	: 	: 	: 
PPS,GE10,FT,T,K,LV	23017 	23540 	23150 	24601 	: 	: 	: 
PPS,GE10,FT,T,K,MT	31860 	30775 	30584 	: 	: 	: 	: 
PPS,GE10,FT,T,K,NL	65031 	63732 	59784 	62740 	: 	: 	: 
PPS,GE10,FT,T,K,PT	42888 	41493 	39750 	: 	: 	: 	: 
PPS,GE10,FT,T,K,RO	22993 d	22525 e	22051 e	: 	: 	: 	: 
PPS,GE10,FT,T,K,SE	48181 	46455 	45782 	48887 	: 	: 	: 
PPS,GE10,FT,T,K,SK	26517 	25418 	23906 	24740 	: 	: 	: 
PPS,GE10,FT,T,K,UK	73190 	66327 	62731 	69350 	: 	: 	: 
PPS,GE10,FT,T,K-N,BG	11146 	10580 	9937 	9049 	: 	: 	: 
PPS,GE10,FT,T,K-N,CH	: 	47081 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,K-N,DE	45074 p	43495 	42710 	42890 	42578 	41240 p	: 
PPS,GE10,FT,T,K-N,DK	45696 	45858 	43207 	44030 	: 	: 	: 
PPS,GE10,FT,T,K-N,EL	: 	: 	31518 	30505 	31568 	29349 	: 
PPS,GE10,FT,T,K-N,ES	30107 	31177 	30156 	29981 	: 	: 	: 
PPS,GE10,FT,T,K-N,FI	34891 	33306 	32777 	31894 	: 	: 	: 
PPS,GE10,FT,T,K-N,FR	: 	36172 	35428 	: 	: 	: 	: 
PPS,GE10,FT,T,K-N,HU	19045 	18637 	19166 	19354 	: 	: 	: 
PPS,GE10,FT,T,K-N,IE	: 	50365 	42697 	43255 	: 	: 	: 
PPS,GE10,FT,T,K-N,LV	15312 	15611 	14973 	15149 	: 	: 	: 
PPS,GE10,FT,T,K-N,MT	25979 	24788 	26904 	: 	: 	: 	: 
PPS,GE10,FT,T,K-N,NL	46609 	46010 	44466 	44836 	: 	: 	: 
PPS,GE10,FT,T,K-N,PT	23712 	25220 	23791 	: 	: 	: 	: 
PPS,GE10,FT,T,K-N,RO	12535 d	12580 e	12314 e	: 	: 	: 	: 
PPS,GE10,FT,T,K-N,SE	35845 	35474 	34286 	36670 	: 	: 	: 
PPS,GE10,FT,T,K-N,SK	18096 	17689 	17283 	17245 	: 	: 	: 
PPS,GE10,FT,T,K-N,UK	51250 	49686 	49780 	53224 	: 	: 	: 
PPS,GE10,FT,T,L,BG	9027 	8687 	8408 	7754 	: 	: 	: 
PPS,GE10,FT,T,L,CH	: 	41026 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,L,DE	44783 p	43441 	41954 	42697 	41398 	39846 p	: 
PPS,GE10,FT,T,L,DK	38369 	38790 	37695 	39925 	: 	: 	: 
PPS,GE10,FT,T,L,EL	: 	: 	38514 	34152 	31396 	28794 	: 
PPS,GE10,FT,T,L,ES	29491 	30741 	28469 	24699 	: 	: 	: 
PPS,GE10,FT,T,L,FI	31681 	33185 	31589 	32003 	: 	: 	: 
PPS,GE10,FT,T,L,FR	: 	32323 	31210 	: 	: 	: 	: 
PPS,GE10,FT,T,L,HU	13681 	13218 	12695 	12897 	: 	: 	: 
PPS,GE10,FT,T,L,IE	: 	50329 	: c	: c	: 	: 	: 
PPS,GE10,FT,T,L,LV	9826 	9488 	9355 	9660 	: 	: 	: 
PPS,GE10,FT,T,L,MT	52789 	63072 u	16125 u	: 	: 	: 	: 
PPS,GE10,FT,T,L,NL	46288 	46758 	44542 	45819 	: 	: 	: 
PPS,GE10,FT,T,L,PT	26802 	26161 	25322 	: 	: 	: 	: 
PPS,GE10,FT,T,L,RO	8985 d	8801 e	8851 e	: 	: 	: 	: 
PPS,GE10,FT,T,L,SE	33326 	33264 	32468 	33275 	: 	: 	: 
PPS,GE10,FT,T,L,SK	16359 	15317 	13848 	13435 	: 	: 	: 
PPS,GE10,FT,T,L,UK	35478 	37528 	39283 	44040 	: 	: 	: 
PPS,GE10,FT,T,M,BG	14883 	13638 	13654 	12058 	: 	: 	: 
PPS,GE10,FT,T,M,CH	: 	48073 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,M,DE	53508 p	51297 	49419 	49942 	49461 	47925 p	: 
PPS,GE10,FT,T,M,DK	48243 	48290 	44943 	45655 	: 	: 	: 
PPS,GE10,FT,T,M,EL	: 	: 	29105 	26984 	27938 	25954 	: 
PPS,GE10,FT,T,M,ES	31632 	31862 	31427 	30816 	: 	: 	: 
PPS,GE10,FT,T,M,FI	38158 	36323 	34819 	34527 	: 	: 	: 
PPS,GE10,FT,T,M,FR	: 	43605 	42014 	: 	: 	: 	: 
PPS,GE10,FT,T,M,HU	23673 	23541 	22666 	22574 	: 	: 	: 
PPS,GE10,FT,T,M,IE	: 	41983 	41660 	42190 	: 	: 	: 
PPS,GE10,FT,T,M,LV	17173 	17988 	16380 	15859 	: 	: 	: 
PPS,GE10,FT,T,M,MT	31775 	28462 	31698 	: 	: 	: 	: 
PPS,GE10,FT,T,M,NL	55275 	54274 	51386 	52099 	: 	: 	: 
PPS,GE10,FT,T,M,PT	27703 	27597 	27064 	: 	: 	: 	: 
PPS,GE10,FT,T,M,RO	14956 d	14819 e	14811 e	: 	: 	: 	: 
PPS,GE10,FT,T,M,SE	41059 	39756 	38081 	39553 	: 	: 	: 
PPS,GE10,FT,T,M,SK	19733 	20218 	19288 	19184 	: 	: 	: 
PPS,GE10,FT,T,M,UK	49600 	49535 	50523 	51757 	: 	: 	: 
PPS,GE10,FT,T,N,BG	5852 	5339 	4854 	4206 	: 	: 	: 
PPS,GE10,FT,T,N,CH	: 	33233 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,N,DE	26172 p	25094 	25418 	24923 	24878 	24176 p	: 
PPS,GE10,FT,T,N,DK	35768 	35001 	34067 	34602 	: 	: 	: 
PPS,GE10,FT,T,N,EL	: 	: 	24486 	24050 	25455 	23926 	: 
PPS,GE10,FT,T,N,ES	20954 	20999 	19947 	19789 	: 	: 	: 
PPS,GE10,FT,T,N,FI	25066 	24133 	23198 	23797 	: 	: 	: 
PPS,GE10,FT,T,N,FR	: 	23257 	23207 	: 	: 	: 	: 
PPS,GE10,FT,T,N,HU	10495 	10200 	10515 	10610 	: 	: 	: 
PPS,GE10,FT,T,N,IE	: 	31262 	30271 	28341 	: 	: 	: 
PPS,GE10,FT,T,N,LV	10985 	11158 	10261 	10462 	: 	: 	: 
PPS,GE10,FT,T,N,MT	21702 	20673 	21222 	: 	: 	: 	: 
PPS,GE10,FT,T,N,NL	30214 	29861 	29172 	29568 	: 	: 	: 
PPS,GE10,FT,T,N,PT	15564 	15121 	14496 	: 	: 	: 	: 
PPS,GE10,FT,T,N,RO	6142 d	6096 e	5755 e	: 	: 	: 	: 
PPS,GE10,FT,T,N,SE	25202 	25076 	24279 	26276 	: 	: 	: 
PPS,GE10,FT,T,N,SK	10819 	10660 	10682 	10550 	: 	: 	: 
PPS,GE10,FT,T,N,UK	30391 	31011 	32431 	33862 	: 	: 	: 
PPS,GE10,FT,T,O,BG	11015 	10356 	9897 	9531 	: 	: 	: 
PPS,GE10,FT,T,O,CH	: 	50146 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,O,DE	37417 p	36266 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,O,DK	40428 	40503 	38086 	39042 	: 	: 	: 
PPS,GE10,FT,T,O,ES	29977 	30687 	29453 	29426 	: 	: 	: 
PPS,GE10,FT,T,O,FI	29621 	32286 	31472 	31161 	: 	: 	: 
PPS,GE10,FT,T,O,HU	18779 	17958 	17330 	20129 	: 	: 	: 
PPS,GE10,FT,T,O,IE	: 	40442 	41055 	38436 	: 	: 	: 
PPS,GE10,FT,T,O,LV	12726 	12604 	13140 	15746 	: 	: 	: 
PPS,GE10,FT,T,O,NL	43857 	44279 	42515 	43263 	: 	: 	: 
PPS,GE10,FT,T,O,RO	12304 d	13107 e	14344 e	: 	: 	: 	: 
PPS,GE10,FT,T,O,SE	33189 	32517 	31625 	32155 	: 	: 	: 
PPS,GE10,FT,T,O,SK	15293 	16386 	15792 	14003 	: 	: 	: 
PPS,GE10,FT,T,O,UK	36687 	37314 	36355 	36611 	: 	: 	: 
PPS,GE10,FT,T,O-S,BG	9332 	8893 	8631 	7891 	: 	: 	: 
PPS,GE10,FT,T,O-S,CH	: 	44238 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,O-S,DE	38967 p	37722 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,O-S,DK	36215 	36733 	34506 	34978 	: 	: 	: 
PPS,GE10,FT,T,O-S,ES	29485 	30218 	28702 	28447 	: 	: 	: 
PPS,GE10,FT,T,O-S,FI	29467 	29665 	29035 	: 	: 	: 	: 
PPS,GE10,FT,T,O-S,FR	: 	25634 	24907 	: 	: 	: 	: 
PPS,GE10,FT,T,O-S,HU	14601 	13920 	14361 	15900 	: 	: 	: 
PPS,GE10,FT,T,O-S,IE	: 	41843 	38971 	36851 	: 	: 	: 
PPS,GE10,FT,T,O-S,LV	10426 	10466 	11005 	12432 	: 	: 	: 
PPS,GE10,FT,T,O-S,NL	41735 	42000 	40011 	40318 	: 	: 	: 
PPS,GE10,FT,T,O-S,RO	8895 d	9505 e	10685 e	: 	: 	: 	: 
PPS,GE10,FT,T,O-S,SE	29659 	29080 	28387 	28800 	: 	: 	: 
PPS,GE10,FT,T,O-S,SK	13582 	14039 	13224 	12072 	: 	: 	: 
PPS,GE10,FT,T,O-S,UK	34469 	35343 	34767 	35051 	: 	: 	: 
PPS,GE10,FT,T,P,BG	8860 	8534 	8225 	7366 	: 	: 	: 
PPS,GE10,FT,T,P,CH	: 	50528 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,P,DE	42748 p	42058 	41482 	41345 	41595 	41112 p	: 
PPS,GE10,FT,T,P,DK	39362 	39373 	37569 	37430 	: 	: 	: 
PPS,GE10,FT,T,P,EL	: 	: 	28876 	37146 	35967 	30133 	: 
PPS,GE10,FT,T,P,ES	27976 	29493 	28076 	27112 	: 	: 	: 
PPS,GE10,FT,T,P,FI	33304 	32794 	31696 	31822 	: 	: 	: 
PPS,GE10,FT,T,P,HU	13609 	13759 	13738 	14808 	: 	: 	: 
PPS,GE10,FT,T,P,IE	: 	41314 	42066 	38895 	: 	: 	: 
PPS,GE10,FT,T,P,LV	9146 	9443 	10120 	11134 	: 	: 	: 
PPS,GE10,FT,T,P,MT	22221 	21196 	22794 	: 	: 	: 	: 
PPS,GE10,FT,T,P,NL	43600 	43919 	42134 	41742 	: 	: 	: 
PPS,GE10,FT,T,P,PT	28726 	29193 	28373 	: 	: 	: 	: 
PPS,GE10,FT,T,P,RO	8543 d	9305 e	10835 e	: 	: 	: 	: 
PPS,GE10,FT,T,P,SE	27811 	27272 	26689 	27113 	: 	: 	: 
PPS,GE10,FT,T,P,SK	12322 	12383 	11916 	11116 	: 	: 	: 
PPS,GE10,FT,T,P,UK	34530 	35177 	34963 	35502 	: 	: 	: 
PPS,GE10,FT,T,P-S,BG	8724 	8347 	8114 	7227 	: 	: 	: 
PPS,GE10,FT,T,P-S,CH	: 	41267 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,P-S,DE	40034 p	38781 	37797 	37577 	37366 	36560 p	: 
PPS,GE10,FT,T,P-S,DK	35196 	35700 	33577 	33583 	: 	: 	: 
PPS,GE10,FT,T,P-S,EL	: 	: 	26236 	31938 	31205 	28015 	: 
PPS,GE10,FT,T,P-S,ES	29186 	29931 	28239 	27842 	: 	: 	: 
PPS,GE10,FT,T,P-S,FI	28928 	28956 	28423 	27668 	: 	: 	: 
PPS,GE10,FT,T,P-S,FR	: 	25634 	24907 	: 	: 	: 	: 
PPS,GE10,FT,T,P-S,HU	12449 	11921 	12622 	13630 	: 	: 	: 
PPS,GE10,FT,T,P-S,IE	: 	41166 	38249 	36308 	: 	: 	: 
PPS,GE10,FT,T,P-S,LV	9431 	9543 	10070 	11004 	: 	: 	: 
PPS,GE10,FT,T,P-S,MT	24411 	23486 	21396 	: 	: 	: 	: 
PPS,GE10,FT,T,P-S,NL	40436 	40587 	38543 	38617 	: 	: 	: 
PPS,GE10,FT,T,P-S,PT	24067 	23634 	22864 	: 	: 	: 	: 
PPS,GE10,FT,T,P-S,RO	8018 d	8552 e	9691 e	: 	: 	: 	: 
PPS,GE10,FT,T,P-S,SE	28673 	28136 	27484 	27882 	: 	: 	: 
PPS,GE10,FT,T,P-S,SK	12576 	12635 	11912 	11291 	: 	: 	: 
PPS,GE10,FT,T,P-S,UK	33976 	34911 	34367 	34675 	: 	: 	: 
PPS,GE10,FT,T,Q,BG	8910 	8473 	8418 	7475 	: 	: 	: 
PPS,GE10,FT,T,Q,CH	: 	38706 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,Q,DE	38677 p	37224 	36096 	35645 	35498 	34411 p	: 
PPS,GE10,FT,T,Q,DK	32316 	33264 	30414 	29840 	: 	: 	: 
PPS,GE10,FT,T,Q,EL	: 	: 	24453 	28587 	27634 	26812 	: 
PPS,GE10,FT,T,Q,ES	30791 	31369 	29837 	29662 	: 	: 	: 
PPS,GE10,FT,T,Q,FI	26299 	27430 	26230 	26014 	: 	: 	: 
PPS,GE10,FT,T,Q,FR	: 	24965 	24240 	: 	: 	: 	: 
PPS,GE10,FT,T,Q,HU	10794 	9886 	11295 	12263 	: 	: 	: 
PPS,GE10,FT,T,Q,IE	: 	36457 	36833 	34920 	: 	: 	: 
PPS,GE10,FT,T,Q,LV	9930 	9830 	10174 	11273 	: 	: 	: 
PPS,GE10,FT,T,Q,MT	27381 	26559 	18828 	: 	: 	: 	: 
PPS,GE10,FT,T,Q,NL	38873 	38687 	36468 	36875 	: 	: 	: 
PPS,GE10,FT,T,Q,PT	19681 	18727 	18495 	: 	: 	: 	: 
PPS,GE10,FT,T,Q,RO	7764 d	8118 e	8923 e	: 	: 	: 	: 
PPS,GE10,FT,T,Q,SE	29276 	28713 	28005 	28261 	: 	: 	: 
PPS,GE10,FT,T,Q,SK	13413 	13419 	12102 	11667 	: 	: 	: 
PPS,GE10,FT,T,Q,UK	33794 	34840 	33980 	33949 	: 	: 	: 
PPS,GE10,FT,T,R,BG	7867 	7354 	7045 	6129 	: 	: 	: 
PPS,GE10,FT,T,R,CH	: 	38172 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,R,DE	39355 u	38535 	37324 	37287 	35695 	34214 p	: 
PPS,GE10,FT,T,R,DK	38425 	38340 	36229 	36739 	: 	: 	: 
PPS,GE10,FT,T,R,EL	: 	: 	21493 	20776 	22027 	22089 	: 
PPS,GE10,FT,T,R,ES	25535 	25121 	22942 	23218 	: 	: 	: 
PPS,GE10,FT,T,R,FI	30261 	27048 	25966 	26645 	: 	: 	: 
PPS,GE10,FT,T,R,FR	: 	32595 	32202 	: 	: 	: 	: 
PPS,GE10,FT,T,R,HU	13712 	12856 	12755 	13587 	: 	: 	: 
PPS,GE10,FT,T,R,IE	: 	30458 	: c	: c	: 	: 	: 
PPS,GE10,FT,T,R,LV	9322 	9331 	9482 	10588 	: 	: 	: 
PPS,GE10,FT,T,R,MT	23462 	23047 	24030 	: 	: 	: 	: 
PPS,GE10,FT,T,R,NL	40078 	40910 	39196 	39711 	: 	: 	: 
PPS,GE10,FT,T,R,PT	20198 	21242 	20314 	: 	: 	: 	: 
PPS,GE10,FT,T,R,RO	7076 d	7517 e	8745 e	: 	: 	: 	: 
PPS,GE10,FT,T,R,SE	27212 	26580 	25879 	27035 	: 	: 	: 
PPS,GE10,FT,T,R,SK	11385 	11555 	11441 	11523 	: 	: 	: 
PPS,GE10,FT,T,R,UK	31289 	34557 	31698 	30948 	: 	: 	: 
PPS,GE10,FT,T,S,BG	7142 	6748 	6356 	5554 	: 	: 	: 
PPS,GE10,FT,T,S,CH	: 	37732 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,S,DE	37998 p	36251 	35340 	35259 	35301 	34845 p	: 
PPS,GE10,FT,T,S,DK	43697 	42674 	40361 	41682 	: 	: 	: 
PPS,GE10,FT,T,S,EL	: 	: 	20674 	22774 	23641 	22473 	: 
PPS,GE10,FT,T,S,ES	23417 	23945 	21261 	21172 	: 	: 	: 
PPS,GE10,FT,T,S,FI	24844 	27251 	25785 	25705 	: 	: 	: 
PPS,GE10,FT,T,S,FR	: 	27900 	26994 	: 	: 	: 	: 
PPS,GE10,FT,T,S,HU	11995 	11057 	11899 	12229 	: 	: 	: 
PPS,GE10,FT,T,S,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,S,LV	11274 	9494 	10145 	7991 	: 	: 	: 
PPS,GE10,FT,T,S,MT	19877 	19056 	19206 	: 	: 	: 	: 
PPS,GE10,FT,T,S,NL	38938 	39002 	36615 	35977 	: 	: 	: 
PPS,GE10,FT,T,S,PT	17245 	16715 	10157 	: 	: 	: 	: 
PPS,GE10,FT,T,S,RO	5902 d	5871 e	6054 e	: 	: 	: 	: 
PPS,GE10,FT,T,S,SE	31104 	30877 	30037 	31107 	: 	: 	: 
PPS,GE10,FT,T,S,SK	10888 	11120 	11140 	9401 	: 	: 	: 
PPS,GE10,FT,T,S,UK	32380 	32777 	33863 	34733 	: 	: 	: 
PPS,GE10,PT,F,B,BG	4717 	4781 	5627 	2679 	: 	: 	: 
PPS,GE10,PT,F,B,CH	: 	13677 	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B,DE	17933 p	17494 	17198 	17291 	17011 	15910 p	: 
PPS,GE10,PT,F,B,DK	21290 	23024 	21585 	15213 	: 	: 	: 
PPS,GE10,PT,F,B,EL	: 	: 	9055 	8321 	7938 	7762 	: 
PPS,GE10,PT,F,B,ES	: c	: c	: c	: c	: 	: 	: 
PPS,GE10,PT,F,B,FR	: 	20150 	20151 	: 	: 	: 	: 
PPS,GE10,PT,F,B,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,PT,F,B,LV	6421 	5461 	4032 	4687 	: 	: 	: 
PPS,GE10,PT,F,B,MT	: 	0 u	17398 u	: 	: 	: 	: 
PPS,GE10,PT,F,B,NL	39764 	34993 	34283 	33750 	: 	: 	: 
PPS,GE10,PT,F,B,PT	: c	: c	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B,RO	7748 d	7184 e	6262 e	: 	: 	: 	: 
PPS,GE10,PT,F,B,SE	: c	: u	: u	: c	: 	: 	: 
PPS,GE10,PT,F,B,SK	7220 	10410 	9109 	7037 	: 	: 	: 
PPS,GE10,PT,F,B,UK	: u	: u	: u	: u	: 	: 	: 
PPS,GE10,PT,F,B-E,BG	4221 	3817 	3620 	3464 	: 	: 	: 
PPS,GE10,PT,F,B-E,CH	: 	19362 	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B-E,DE	17642 p	16392 	15402 	15263 	14947 	14395 p	: 
PPS,GE10,PT,F,B-E,DK	14268 	13475 	14979 	13827 	: 	: 	: 
PPS,GE10,PT,F,B-E,EL	: 	: 	10047 	9968 	10002 	9233 	: 
PPS,GE10,PT,F,B-E,ES	12180 	12187 	11270 	11493 	: 	: 	: 
PPS,GE10,PT,F,B-E,FR	: 	20604 	19979 	: 	: 	: 	: 
PPS,GE10,PT,F,B-E,IE	: 	19238 	18158 	16803 	: 	: 	: 
PPS,GE10,PT,F,B-E,LV	3454 	3639 	3826 	3846 	: 	: 	: 
PPS,GE10,PT,F,B-E,MT	14297 	13283 	12451 u	: 	: 	: 	: 
PPS,GE10,PT,F,B-E,NL	18842 	19162 	17856 	17878 	: 	: 	: 
PPS,GE10,PT,F,B-E,PT	8607 	8374 	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B-E,RO	3584 d	3398 e	2878 e	: 	: 	: 	: 
PPS,GE10,PT,F,B-E,SE	20429 	19675 	19127 	19105 	: 	: 	: 
PPS,GE10,PT,F,B-E,SK	6319 	6270 	6140 	5612 	: 	: 	: 
PPS,GE10,PT,F,B-E,UK	13951 	14401 	14839 	14266 	: 	: 	: 
PPS,GE10,PT,F,B-F,BG	4346 	3996 	3775 	3440 	: 	: 	: 
PPS,GE10,PT,F,B-F,CH	: 	18869 	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B-F,DE	16963 p	15826 	14930 	14780 	14553 	14046 p	: 
PPS,GE10,PT,F,B-F,DK	14052 	13409 	14706 	13748 	: 	: 	: 
PPS,GE10,PT,F,B-F,EL	: 	: 	9923 	9867 	9826 	8891 	: 
PPS,GE10,PT,F,B-F,ES	12384 	12121 	11341 	11716 	: 	: 	: 
PPS,GE10,PT,F,B-F,FR	: 	20160 	19494 	: 	: 	: 	: 
PPS,GE10,PT,F,B-F,IE	: 	18842 	18016 	16993 	: 	: 	: 
PPS,GE10,PT,F,B-F,LV	3525 	3602 	3750 	3689 	: 	: 	: 
PPS,GE10,PT,F,B-F,MT	14380 	13417 	14366 u	: 	: 	: 	: 
PPS,GE10,PT,F,B-F,NL	18891 	19185 	17966 	17872 	: 	: 	: 
PPS,GE10,PT,F,B-F,PT	8386 	7944 	: 	: 	: 	: 	: 
PPS,GE10,PT,F,B-F,RO	3721 d	3500 e	3058 e	: 	: 	: 	: 
PPS,GE10,PT,F,B-F,SE	20250 	19598 	19075 	18921 	: 	: 	: 
PPS,GE10,PT,F,B-F,SK	6269 	6124 	6089 	5650 	: 	: 	: 
