currency,sizeclas,worktime,sex,nace_r2,geo\time	2011 	2010 	2009 	2008 	2007 	2006 	2005 
PPS,GE10,FT,M,P-S,CH	: 	46781 	: 	: 	: 	: 	: 
PPS,GE10,FT,M,P-S,DE	47207 p	45758 	44789 	44532 	44348 	43586 p	: 
PPS,GE10,FT,M,P-S,DK	41466 	41624 	39124 	39605 	: 	: 	: 
PPS,GE10,FT,M,P-S,EL	: 	: 	32433 	39785 	38660 	34082 	: 
PPS,GE10,FT,M,P-S,ES	32833 	33278 	30849 	30412 	: 	: 	: 
PPS,GE10,FT,M,P-S,FI	32997 	35018 	34297 	33836 	: 	: 	: 
PPS,GE10,FT,M,P-S,FR	: 	29487 	28678 	: 	: 	: 	: 
PPS,GE10,FT,M,P-S,HU	14238 	13612 	14465 	15568 	: 	: 	: 
PPS,GE10,FT,M,P-S,IE	: 	43639 	44748 	44454 	: 	: 	: 
PPS,GE10,FT,M,P-S,LV	10990 	10512 	10897 	12579 	: 	: 	: 
PPS,GE10,FT,M,P-S,MT	26205 	25444 	22195 	: 	: 	: 	: 
PPS,GE10,FT,M,P-S,NL	46065 	46409 	44442 	44423 	: 	: 	: 
PPS,GE10,FT,M,P-S,PT	28541 	28815 	27886 	: 	: 	: 	: 
PPS,GE10,FT,M,P-S,RO	8812 d	9409 e	10707 e	: 	: 	: 	: 
PPS,GE10,FT,M,P-S,SE	32730 	32146 	31298 	32000 	: 	: 	: 
PPS,GE10,FT,M,P-S,SK	14519 	14492 	13797 	12768 	: 	: 	: 
PPS,GE10,FT,M,P-S,UK	39893 	41133 	40533 	40410 	: 	: 	: 
PPS,GE10,FT,M,Q,BG	12102 	11621 	11901 	10300 	: 	: 	: 
PPS,GE10,FT,M,Q,CH	: 	43716 	: 	: 	: 	: 	: 
PPS,GE10,FT,M,Q,DE	48758 p	46880 	45451 	44822 	44446 	43133 p	: 
PPS,GE10,FT,M,Q,DK	39339 	40302 	35805 	36078 	: 	: 	: 
PPS,GE10,FT,M,Q,EL	: 	: 	28286 	32956 	31752 	30810 	: 
PPS,GE10,FT,M,Q,ES	36702 	37536 	34711 	34263 	: 	: 	: 
PPS,GE10,FT,M,Q,FI	29882 	37021 	35553 	35399 	: 	: 	: 
PPS,GE10,FT,M,Q,FR	: 	28064 	27211 	: 	: 	: 	: 
PPS,GE10,FT,M,Q,HU	12502 	11303 	12936 	14153 	: 	: 	: 
PPS,GE10,FT,M,Q,IE	: 	42527 	43651 	44298 	: 	: 	: 
PPS,GE10,FT,M,Q,LV	11253 	11534 	11687 	13163 	: 	: 	: 
PPS,GE10,FT,M,Q,MT	29481 	28868 	19348 	: 	: 	: 	: 
PPS,GE10,FT,M,Q,NL	46807 	46760 	44690 	45246 	: 	: 	: 
PPS,GE10,FT,M,Q,PT	26151 	25810 	25249 	: 	: 	: 	: 
PPS,GE10,FT,M,Q,RO	8555 d	8914 e	9873 e	: 	: 	: 	: 
PPS,GE10,FT,M,Q,SE	35158 	34607 	33494 	34118 	: 	: 	: 
PPS,GE10,FT,M,Q,SK	16707 	16840 	15344 	14436 	: 	: 	: 
PPS,GE10,FT,M,Q,UK	44155 	46355 	45224 	43871 	: 	: 	: 
PPS,GE10,FT,M,R,BG	9773 	8997 	8425 	7112 	: 	: 	: 
PPS,GE10,FT,M,R,CH	: 	40333 	: 	: 	: 	: 	: 
PPS,GE10,FT,M,R,DE	45074 u	44170 	42899 	42890 	40415 	38411 p	: 
PPS,GE10,FT,M,R,DK	41200 	40819 	38253 	39360 	: 	: 	: 
PPS,GE10,FT,M,R,EL	: 	: 	23776 	23072 	24418 	24427 	: 
PPS,GE10,FT,M,R,ES	27364 	27285 	24089 	24747 	: 	: 	: 
PPS,GE10,FT,M,R,FI	32108 	29632 	28455 	28866 	: 	: 	: 
PPS,GE10,FT,M,R,FR	: 	37190 	37073 	: 	: 	: 	: 
PPS,GE10,FT,M,R,HU	14656 	13416 	13236 	14440 	: 	: 	: 
PPS,GE10,FT,M,R,IE	: 	34056 	: c	: c	: 	: 	: 
PPS,GE10,FT,M,R,LV	10990 	10879 	10644 	11910 	: 	: 	: 
PPS,GE10,FT,M,R,MT	24276 	24171 	25317 	: 	: 	: 	: 
PPS,GE10,FT,M,R,NL	44399 	45100 	42948 	43567 	: 	: 	: 
PPS,GE10,FT,M,R,PT	22609 	24020 	21780 	: 	: 	: 	: 
PPS,GE10,FT,M,R,RO	7402 d	7765 e	9167 e	: 	: 	: 	: 
PPS,GE10,FT,M,R,SE	29724 	28705 	28226 	29208 	: 	: 	: 
PPS,GE10,FT,M,R,SK	12528 	12350 	12910 	12999 	: 	: 	: 
PPS,GE10,FT,M,R,UK	35208 	40604 	36499 	34655 	: 	: 	: 
PPS,GE10,FT,M,S,BG	7688 	7100 	6835 	5984 	: 	: 	: 
PPS,GE10,FT,M,S,CH	: 	45055 	: 	: 	: 	: 	: 
PPS,GE10,FT,M,S,DE	44977 p	42781 	42049 	42117 	42086 	42029 p	: 
PPS,GE10,FT,M,S,DK	48498 	47694 	44648 	46245 	: 	: 	: 
PPS,GE10,FT,M,S,EL	: 	: 	23278 	25768 	26703 	25316 	: 
PPS,GE10,FT,M,S,ES	26653 	26632 	24057 	24106 	: 	: 	: 
PPS,GE10,FT,M,S,FI	27978 	32149 	30397 	30207 	: 	: 	: 
PPS,GE10,FT,M,S,FR	: 	31576 	30552 	: 	: 	: 	: 
PPS,GE10,FT,M,S,HU	12480 	11978 	12767 	13329 	: 	: 	: 
PPS,GE10,FT,M,S,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,M,S,LV	13004 	11805 	12795 	9226 	: 	: 	: 
PPS,GE10,FT,M,S,MT	20239 	19209 	19395 	: 	: 	: 	: 
PPS,GE10,FT,M,S,NL	42553 	42526 	39864 	39336 	: 	: 	: 
PPS,GE10,FT,M,S,PT	19224 	19095 	19430 	: 	: 	: 	: 
PPS,GE10,FT,M,S,RO	6836 d	6881 e	7009 e	: 	: 	: 	: 
PPS,GE10,FT,M,S,SE	33598 	33159 	32363 	34369 	: 	: 	: 
PPS,GE10,FT,M,S,SK	11250 	11463 	11372 	10000 	: 	: 	: 
PPS,GE10,FT,M,S,UK	35696 	35997 	37922 	38499 	: 	: 	: 
PPS,GE10,FT,T,B,BG	14458 	12639 	11731 	10642 	: 	: 	: 
PPS,GE10,FT,T,B,CH	: 	37967 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B,DE	46916 p	44511 	42616 	42117 	41496 	39797 p	: 
PPS,GE10,FT,T,B,DK	56819 	48796 	47698 	45918 	: 	: 	: 
PPS,GE10,FT,T,B,EL	: 	: 	25886 	23268 	22456 	22090 	: 
PPS,GE10,FT,T,B,ES	31805 	31272 	29554 	29966 	: 	: 	: 
PPS,GE10,FT,T,B,FI	36801 	34770 	32500 	29955 	: 	: 	: 
PPS,GE10,FT,T,B,FR	: 	31354 	30603 	: 	: 	: 	: 
PPS,GE10,FT,T,B,HU	18432 	17151 	17587 	16516 	: 	: 	: 
PPS,GE10,FT,T,B,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,B,LV	12303 	12937 	12055 	12195 	: 	: 	: 
PPS,GE10,FT,T,B,MT	25868 	23417 	20162 	: 	: 	: 	: 
PPS,GE10,FT,T,B,NL	86500 	76349 	72882 	78500 	: 	: 	: 
PPS,GE10,FT,T,B,PT	17553 	17167 	16691 	: 	: 	: 	: 
PPS,GE10,FT,T,B,RO	17091 d	16597 e	15978 e	: 	: 	: 	: 
PPS,GE10,FT,T,B,SE	39594 	39080 	35101 	35999 	: 	: 	: 
PPS,GE10,FT,T,B,SK	15848 	15249 	14704 	14322 	: 	: 	: 
PPS,GE10,FT,T,B,UK	52743 	57368 	53253 	55536 	: 	: 	: 
PPS,GE10,FT,T,B-E,BG	8565 	7937 	7491 	6826 	: 	: 	: 
PPS,GE10,FT,T,B-E,CH	: 	38395 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-E,DE	44396 p	41980 	39498 	41538 	41201 	39680 p	: 
PPS,GE10,FT,T,B-E,DK	41207 	40588 	37519 	37559 	: 	: 	: 
PPS,GE10,FT,T,B-E,EL	: 	: 	29709 	29096 	29437 	26728 	: 
PPS,GE10,FT,T,B-E,ES	29575 	29196 	27799 	27845 	: 	: 	: 
PPS,GE10,FT,T,B-E,FI	40096 	33675 	33138 	32397 	: 	: 	: 
PPS,GE10,FT,T,B-E,FR	: 	32716 	31226 	: 	: 	: 	: 
PPS,GE10,FT,T,B-E,HU	16025 	15106 	14314 	14063 	: 	: 	: 
PPS,GE10,FT,T,B-E,IE	: 	38190 	36248 	34161 	: 	: 	: 
PPS,GE10,FT,T,B-E,LV	11264 	11500 	10698 	10591 	: 	: 	: 
PPS,GE10,FT,T,B-E,MT	25066 	24395 	21746 	: 	: 	: 	: 
PPS,GE10,FT,T,B-E,NL	42163 	41728 	39694 	40595 	: 	: 	: 
PPS,GE10,FT,T,B-E,PT	16332 	16092 	15581 	: 	: 	: 	: 
PPS,GE10,FT,T,B-E,RO	9665 d	9448 e	8822 e	: 	: 	: 	: 
PPS,GE10,FT,T,B-E,SE	34565 	33693 	32500 	32803 	: 	: 	: 
PPS,GE10,FT,T,B-E,SK	14947 	14427 	13352 	13096 	: 	: 	: 
PPS,GE10,FT,T,B-E,UK	36417 	36374 	37280 	37853 	: 	: 	: 
PPS,GE10,FT,T,B-F,BG	8492 	7889 	7479 	6623 	: 	: 	: 
PPS,GE10,FT,T,B-F,CH	: 	37591 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-F,DE	42942 p	40626 	38364 	40282 	40021 	38510 p	: 
PPS,GE10,FT,T,B-F,DK	40526 	39929 	37230 	37414 	: 	: 	: 
PPS,GE10,FT,T,B-F,EL	: 	: 	28423 	27974 	28100 	25643 	: 
PPS,GE10,FT,T,B-F,ES	28750 	28185 	26923 	26438 	: 	: 	: 
PPS,GE10,FT,T,B-F,FI	39600 	33084 	32599 	31826 	: 	: 	: 
PPS,GE10,FT,T,B-F,FR	: 	31804 	30527 	: 	: 	: 	: 
PPS,GE10,FT,T,B-F,HU	15594 	14743 	14002 	13761 	: 	: 	: 
PPS,GE10,FT,T,B-F,IE	: 	38727 	36393 	35206 	: 	: 	: 
PPS,GE10,FT,T,B-F,LV	11217 	11395 	10833 	10708 	: 	: 	: 
PPS,GE10,FT,T,B-F,MT	24640 	23940 	21546 	: 	: 	: 	: 
PPS,GE10,FT,T,B-F,NL	41797 	41580 	39756 	40372 	: 	: 	: 
PPS,GE10,FT,T,B-F,PT	16406 	16134 	15614 	: 	: 	: 	: 
PPS,GE10,FT,T,B-F,RO	9421 d	9196 e	8624 e	: 	: 	: 	: 
PPS,GE10,FT,T,B-F,SE	34282 	33331 	32146 	32655 	: 	: 	: 
PPS,GE10,FT,T,B-F,SK	14777 	14314 	13287 	13002 	: 	: 	: 
PPS,GE10,FT,T,B-F,UK	36795 	37191 	38034 	38602 	: 	: 	: 
PPS,GE10,FT,T,B-N,BG	9457 	8701 	8220 	7302 	: 	: 	: 
PPS,GE10,FT,T,B-N,CH	: 	38172 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-N,DE	41972 p	40050 	38364 	39606 	39431 	38148 p	: 
PPS,GE10,FT,T,B-N,DK	41824 	41277 	38669 	39372 	: 	: 	: 
PPS,GE10,FT,T,B-N,EL	: 	: 	30215 	28463 	28729 	26792 	: 
PPS,GE10,FT,T,B-N,ES	27996 	27969 	26913 	26485 	: 	: 	: 
PPS,GE10,FT,T,B-N,FI	35161 	32539 	31987 	31276 	: 	: 	: 
PPS,GE10,FT,T,B-N,FR	: 	32325 	31110 	: 	: 	: 	: 
PPS,GE10,FT,T,B-N,HU	16264 	15427 	14945 	14767 	: 	: 	: 
PPS,GE10,FT,T,B-N,IE	: 	39092 	35867 	35543 	: 	: 	: 
PPS,GE10,FT,T,B-N,LV	12098 	12404 	11870 	11607 	: 	: 	: 
PPS,GE10,FT,T,B-N,MT	25034 	24116 	26069 	: 	: 	: 	: 
PPS,GE10,FT,T,B-N,NL	42783 	42609 	40740 	41157 	: 	: 	: 
PPS,GE10,FT,T,B-N,PT	19050 	19365 	18701 	: 	: 	: 	: 
PPS,GE10,FT,T,B-N,RO	10192 d	10058 e	9432 e	: 	: 	: 	: 
PPS,GE10,FT,T,B-N,SE	34167 	33399 	32263 	33201 	: 	: 	: 
PPS,GE10,FT,T,B-N,SK	15511 	15140 	14342 	13948 	: 	: 	: 
PPS,GE10,FT,T,B-N,UK	39269 	39524 	39970 	41465 	: 	: 	: 
PPS,GE10,FT,T,B-S,BG	9425 	8749 	8318 	7434 	: 	: 	: 
PPS,GE10,FT,T,B-S,CH	: 	39082 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S,DE	41100 p	39401 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S,DK	39345 	39218 	37036 	37727 	: 	: 	: 
PPS,GE10,FT,T,B-S,ES	28441 	28633 	27416 	26988 	: 	: 	: 
PPS,GE10,FT,T,B-S,FI	32220 	31421 	30819 	30187 	: 	: 	: 
PPS,GE10,FT,T,B-S,FR	: 	31162 	30059 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S,HU	15718 	14902 	14745 	15124 	: 	: 	: 
PPS,GE10,FT,T,B-S,IE	: 	39749 	36996 	35989 	: 	: 	: 
PPS,GE10,FT,T,B-S,LV	11503 	11696 	11554 	11864 	: 	: 	: 
PPS,GE10,FT,T,B-S,NL	42490 	42432 	40533 	40926 	: 	: 	: 
PPS,GE10,FT,T,B-S,RO	9866 d	9907 e	9764 e	: 	: 	: 	: 
PPS,GE10,FT,T,B-S,SE	32510 	31803 	30859 	31657 	: 	: 	: 
PPS,GE10,FT,T,B-S,SK	14950 	14815 	14031 	13474 	: 	: 	: 
PPS,GE10,FT,T,B-S,UK	37484 	37977 	38090 	39160 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,BG	9316 	8632 	8202 	7289 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,CH	: 	38513 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,DE	41585 p	39818 	38269 	39316 	39038 	37869 p	: 
PPS,GE10,FT,T,B-S_X_O,DK	39243 	39079 	36943 	37588 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,EL	: 	: 	29263 	29282 	29326 	27085 	: 
PPS,GE10,FT,T,B-S_X_O,ES	28246 	28373 	27170 	26724 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,FI	33960 	31343 	30795 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,FR	: 	31162 	30059 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,HU	15334 	14504 	14371 	14504 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,IE	: 	39425 	36577 	35756 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,LV	11356 	11583 	11357 	11463 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,MT	24826 	23906 	23678 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,NL	42327 	42202 	40299 	40664 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,PT	20377 	19158 	18871 	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,RO	9733 d	9713 e	9489 e	: 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,SE	32451 	31742 	30793 	31616 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,SK	14909 	14620 	13850 	13433 	: 	: 	: 
PPS,GE10,FT,T,B-S_X_O,UK	37543 	38024 	38225 	39352 	: 	: 	: 
PPS,GE10,FT,T,C,BG	7584 	7030 	6630 	6184 	: 	: 	: 
PPS,GE10,FT,T,C,CH	: 	38172 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,C,DE	44202 p	41718 	39120 	41345 	41103 	39521 p	: 
PPS,GE10,FT,T,C,DK	40836 	40421 	37362 	37362 	: 	: 	: 
PPS,GE10,FT,T,C,EL	: 	: 	26989 	26874 	26668 	24653 	: 
PPS,GE10,FT,T,C,ES	28958 	28643 	27220 	27361 	: 	: 	: 
PPS,GE10,FT,T,C,FI	40270 	33635 	32263 	32459 	: 	: 	: 
PPS,GE10,FT,T,C,FR	: 	32408 	30937 	: 	: 	: 	: 
PPS,GE10,FT,T,C,HU	15559 	14650 	13861 	13677 	: 	: 	: 
PPS,GE10,FT,T,C,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,C,IS	: 	31303 	30931 	35208 	: 	: 	: 
PPS,GE10,FT,T,C,LV	10520 	10680 	9977 	9955 	: 	: 	: 
PPS,GE10,FT,T,C,MT	24245 	23776 	21616 	: 	: 	: 	: 
PPS,GE10,FT,T,C,NL	41148 	40917 	38958 	39894 	: 	: 	: 
PPS,GE10,FT,T,C,PT	15993 	15533 	15087 	: 	: 	: 	: 
PPS,GE10,FT,T,C,RO	8660 d	8370 e	7724 e	: 	: 	: 	: 
PPS,GE10,FT,T,C,SE	34287 	33423 	32199 	32590 	: 	: 	: 
PPS,GE10,FT,T,C,SK	14567 	13960 	12837 	12793 	: 	: 	: 
PPS,GE10,FT,T,C,UK	35400 	35381 	36393 	37150 	: 	: 	: 
PPS,GE10,FT,T,D,BG	18413 	16962 	16234 	13617 	: 	: 	: 
PPS,GE10,FT,T,D,CH	: 	46957 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,D,DE	56803 p	54860 	52349 	51198 	49756 	48431 p	: 
PPS,GE10,FT,T,D,DK	47717 	45093 	43403 	44427 	: 	: 	: 
PPS,GE10,FT,T,D,EL	: 	: 	57731 	50032 	57413 	47892 	: 
PPS,GE10,FT,T,D,ES	54340 	52746 	53223 	53028 	: 	: 	: 
PPS,GE10,FT,T,D,FI	41612 	37350 	35816 	35594 	: 	: 	: 
PPS,GE10,FT,T,D,FR	: 	42772 	40797 	: 	: 	: 	: 
PPS,GE10,FT,T,D,HU	27505 	26280 	25091 	24101 	: 	: 	: 
PPS,GE10,FT,T,D,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,D,LV	15884 	16345 	15185 	15733 	: 	: 	: 
PPS,GE10,FT,T,D,MT	30705 	29174 	28485 	: 	: 	: 	: 
PPS,GE10,FT,T,D,NL	56176 	54826 	53257 	52904 	: 	: 	: 
PPS,GE10,FT,T,D,PT	43315 	42360 	40037 	: 	: 	: 	: 
PPS,GE10,FT,T,D,RO	18208 d	17957 e	17335 e	: 	: 	: 	: 
PPS,GE10,FT,T,D,SE	39845 	38551 	38695 	37821 	: 	: 	: 
PPS,GE10,FT,T,D,SK	23145 	22401 	20887 	19250 	: 	: 	: 
PPS,GE10,FT,T,D,UK	45672 	45234 	46115 	48664 	: 	: 	: 
PPS,GE10,FT,T,E,BG	8325 	7779 	7599 	7042 	: 	: 	: 
PPS,GE10,FT,T,E,CH	: 	35982 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,E,DE	36738 p	35354 	34584 	34969 	34908 	33963 p	: 
PPS,GE10,FT,T,E,DK	37364 	37646 	33684 	35106 	: 	: 	: 
PPS,GE10,FT,T,E,EL	: 	: 	33743 	31351 	34552 	30996 	: 
PPS,GE10,FT,T,E,ES	28882 	28219 	26159 	25877 	: 	: 	: 
PPS,GE10,FT,T,E,FI	32394 	29705 	28105 	28097 	: 	: 	: 
PPS,GE10,FT,T,E,FR	: 	28043 	27348 	: 	: 	: 	: 
PPS,GE10,FT,T,E,HU	15081 	14034 	13093 	13161 	: 	: 	: 
PPS,GE10,FT,T,E,IE	: 	: c	: c	: c	: 	: 	: 
PPS,GE10,FT,T,E,LV	11737 	11550 	10475 	10902 	: 	: 	: 
PPS,GE10,FT,T,E,MT	25029 	23695 	22286 	: 	: 	: 	: 
PPS,GE10,FT,T,E,NL	42034 	42012 	39890 	40399 	: 	: 	: 
PPS,GE10,FT,T,E,PT	17725 	18021 	18053 	: 	: 	: 	: 
PPS,GE10,FT,T,E,RO	8719 d	8499 e	8262 e	: 	: 	: 	: 
PPS,GE10,FT,T,E,SE	32037 	31900 	29885 	30149 	: 	: 	: 
PPS,GE10,FT,T,E,SK	13648 	13759 	12876 	11943 	: 	: 	: 
PPS,GE10,FT,T,E,UK	35008 	34561 	36605 	36701 	: 	: 	: 
PPS,GE10,FT,T,F,BG	8147 	7687 	7442 	5987 	: 	: 	: 
PPS,GE10,FT,T,F,CH	: 	36105 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,F,DE	33345 p	31829 	30899 	31298 	30778 	29822 p	: 
PPS,GE10,FT,T,F,DK	37805 	37317 	36024 	36849 	: 	: 	: 
PPS,GE10,FT,T,F,EL	: 	: 	22442 	22851 	22167 	20368 	: 
PPS,GE10,FT,T,F,ES	26330 	25703 	25051 	23830 	: 	: 	: 
PPS,GE10,FT,T,F,FI	37126 	31287 	30945 	29953 	: 	: 	: 
PPS,GE10,FT,T,F,FR	: 	29070 	28392 	: 	: 	: 	: 
PPS,GE10,FT,T,F,HU	12401 	12132 	11867 	11583 	: 	: 	: 
PPS,GE10,FT,T,F,IE	: 	34789 	37111 	38763 	: 	: 	: 
PPS,GE10,FT,T,F,IS	: 	33189 	31760 	40445 	: 	: 	: 
PPS,GE10,FT,T,F,LV	11064 	11038 	11213 	10956 	: 	: 	: 
PPS,GE10,FT,T,F,MT	22726 	21897 	20772 	: 	: 	: 	: 
PPS,GE10,FT,T,F,NL	40937 	41226 	39909 	39817 	: 	: 	: 
PPS,GE10,FT,T,F,PT	16613 	16258 	15700 	: 	: 	: 	: 
PPS,GE10,FT,T,F,RO	8402 d	8066 e	7819 e	: 	: 	: 	: 
PPS,GE10,FT,T,F,SE	33345 	32079 	30962 	32080 	: 	: 	: 
PPS,GE10,FT,T,F,SK	13676 	13702 	12913 	12469 	: 	: 	: 
PPS,GE10,FT,T,F,UK	38259 	40181 	40691 	41195 	: 	: 	: 
PPS,GE10,FT,T,G,BG	8861 	8083 	7673 	6792 	: 	: 	: 
PPS,GE10,FT,T,G,CH	: 	34255 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G,DE	37320 p	36001 	34962 	35935 	36186 	35636 p	: 
PPS,GE10,FT,T,G,DK	38621 	37603 	35509 	36562 	: 	: 	: 
PPS,GE10,FT,T,G,EL	: 	: 	25114 	23510 	23278 	21917 	: 
PPS,GE10,FT,T,G,ES	24221 	23933 	23730 	22951 	: 	: 	: 
PPS,GE10,FT,T,G,FI	30657 	30462 	28685 	29443 	: 	: 	: 
PPS,GE10,FT,T,G,FR	: 	28858 	27603 	: 	: 	: 	: 
PPS,GE10,FT,T,G,HU	14473 	13524 	12828 	13021 	: 	: 	: 
PPS,GE10,FT,T,G,IE	: 	29973 	28909 	28772 	: 	: 	: 
PPS,GE10,FT,T,G,IS	: 	27753 	28052 	31821 	: 	: 	: 
PPS,GE10,FT,T,G,LV	10112 	10223 	9939 	10111 	: 	: 	: 
PPS,GE10,FT,T,G,MT	21791 	20605 	22583 	: 	: 	: 	: 
PPS,GE10,FT,T,G,NL	39218 	39209 	36981 	37117 	: 	: 	: 
PPS,GE10,FT,T,G,PT	18693 	18042 	18046 	: 	: 	: 	: 
PPS,GE10,FT,T,G,RO	9199 d	9128 e	8225 e	: 	: 	: 	: 
PPS,GE10,FT,T,G,SE	32584 	32367 	31455 	31673 	: 	: 	: 
PPS,GE10,FT,T,G,SK	14504 	14651 	14113 	13429 	: 	: 	: 
PPS,GE10,FT,T,G,UK	30147 	31261 	31284 	32769 	: 	: 	: 
PPS,GE10,FT,T,G-J,BG	10143 	9156 	8688 	7823 	: 	: 	: 
PPS,GE10,FT,T,G-J,CH	: 	35359 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G-J,DE	38192 p	36890 	35812 	36611 	36580 	35680 p	: 
PPS,GE10,FT,T,G-J,DK	40662 	39605 	37640 	39001 	: 	: 	: 
PPS,GE10,FT,T,G-J,EL	: 	: 	31219 	28180 	28352 	26964 	: 
PPS,GE10,FT,T,G-J,ES	26133 	25923 	24997 	24497 	: 	: 	: 
PPS,GE10,FT,T,G-J,FI	32537 	31420 	30776 	30222 	: 	: 	: 
PPS,GE10,FT,T,G-J,FR	: 	30432 	29102 	: 	: 	: 	: 
PPS,GE10,FT,T,G-J,HU	15868 	14880 	14433 	14283 	: 	: 	: 
PPS,GE10,FT,T,G-J,IE	: 	34234 	31362 	31521 	: 	: 	: 
PPS,GE10,FT,T,G-J,LV	11679 	12027 	11483 	11161 	: 	: 	: 
PPS,GE10,FT,T,G-J,MT	24687 	23775 	25621 	: 	: 	: 	: 
PPS,GE10,FT,T,G-J,NL	40773 	40942 	38783 	39012 	: 	: 	: 
PPS,GE10,FT,T,G-J,PT	20797 	20057 	19713 	: 	: 	: 	: 
PPS,GE10,FT,T,G-J,RO	10431 d	10371 e	9620 e	: 	: 	: 	: 
PPS,GE10,FT,T,G-J,SE	32982 	32257 	31187 	32023 	: 	: 	: 
PPS,GE10,FT,T,G-J,SK	15446 	15260 	14723 	14084 	: 	: 	: 
PPS,GE10,FT,T,G-J,UK	33449 	34758 	34980 	36574 	: 	: 	: 
PPS,GE10,FT,T,G-N,BG	10433 	9550 	9045 	8170 	: 	: 	: 
PPS,GE10,FT,T,G-N,CH	: 	38877 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G-N,DE	40809 p	39444 	38458 	38930 	38841 	37738 p	: 
PPS,GE10,FT,T,G-N,DK	42612 	42052 	39615 	40820 	: 	: 	: 
PPS,GE10,FT,T,G-N,EL	: 	: 	31293 	28773 	29151 	27555 	: 
PPS,GE10,FT,T,G-N,ES	27559 	27831 	26906 	26519 	: 	: 	: 
PPS,GE10,FT,T,G-N,FI	33326 	32120 	31511 	30840 	: 	: 	: 
PPS,GE10,FT,T,G-N,FR	: 	32627 	31463 	: 	: 	: 	: 
PPS,GE10,FT,T,G-N,HU	16879 	16039 	15804 	15776 	: 	: 	: 
PPS,GE10,FT,T,G-N,IE	: 	39349 	35577 	35756 	: 	: 	: 
PPS,GE10,FT,T,G-N,LV	12665 	13026 	12473 	12223 	: 	: 	: 
PPS,GE10,FT,T,G-N,MT	25238 	24207 	26069 	: 	: 	: 	: 
PPS,GE10,FT,T,G-N,NL	43297 	43166 	41264 	41571 	: 	: 	: 
PPS,GE10,FT,T,G-N,PT	21764 	21862 	21143 	: 	: 	: 	: 
PPS,GE10,FT,T,G-N,RO	11061 d	11026 e	10392 e	: 	: 	: 	: 
PPS,GE10,FT,T,G-N,SE	34079 	33453 	32356 	33690 	: 	: 	: 
PPS,GE10,FT,T,G-N,SK	16256 	15984 	15449 	14944 	: 	: 	: 
PPS,GE10,FT,T,G-N,UK	40364 	40602 	40877 	42932 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,BG	9878 	: 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,CH	: 	39394 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,DE	40615 p	39236 	38175 	38543 	38350 	37369 p	: 
PPS,GE10,FT,T,G-S_X_O,DK	38858 	: 	: 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,EL	: 	: 	29598 	29835 	29863 	27713 	: 
PPS,GE10,FT,T,G-S_X_O,ES	28040 	28458 	27286 	26869 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,FI	32217 	30631 	30052 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,FR	: 	30882 	29847 	: 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,HU	15186 	14376 	14577 	14418 	: 	: 	: 
PPS,GE10,FT,T,G-S_X_O,IE	: 	39796 	36638 	35969 	: 	: 	: 
